issue_id,os_version,crash_time,device_id,crash_reason,crash_exception
00de105686a6785f396c9b4ce333a2da,5,1611672935,34795433621,Failed to allocate a 484 byte allocation with 8388480 free bytes and 108MB until OOM; failed due to fragmentation (required continguous free 32768 bytes for a new buffer where largest contiguous free 28672 bytes),java.lang.OutOfMemoryError
00dff0a5126a11690b44dcd4df9095e7,5,1600648020,35606935269,Failed to allocate a 24 byte allocation with 0 free bytes and 3GB until OOM,java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1607306602,62736040080,Failed to allocate a 840 byte allocation with 16777216 free bytes and 128MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 28672 bytes),java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1606906295,70098115891,Failed to allocate a 814 byte allocation with 16777216 free bytes and 123MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 32768 bytes),java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1607244389,35943454654,Failed to allocate a 544 byte allocation with 16777216 free bytes and 132MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 36864 bytes),java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1607524599,68513745628,Failed to allocate a 544 byte allocation with 16777216 free bytes and 131MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 57344 bytes),java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1606527585,40078024257,Failed to allocate a 544 byte allocation with 16777216 free bytes and 129MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 61440 bytes),java.lang.OutOfMemoryError
00ef22c5bd4cdfc97298c47df3b510ce,5,1606576544,38164651683,Failed to allocate a 1218 byte allocation with 16777120 free bytes and 126MB until OOM; failed due to fragmentation (required continguous free 131072 bytes for a new buffer where largest contiguous free 81920 bytes),java.lang.OutOfMemoryError
00f220a99e7f11c576ca9bf95dd03e08,6,1608775348,37170759835,Failed to allocate a 32 byte allocation with 4024 free bytes and 3KB until OOM,java.lang.OutOfMemoryError
00f220a99e7f11c576ca9bf95dd03e08,6,1603493787,66467484850,Failed to allocate a 32 byte allocation with 4000 free bytes and 3KB until OOM,java.lang.OutOfMemoryError
00f220a99e7f11c576ca9bf95dd03e08,6,1602426852,39752858670,Failed to allocate a 13 byte allocation with 3864 free bytes and 3KB until OOM,java.lang.OutOfMemoryError
00f220a99e7f11c576ca9bf95dd03e08,7,1609584476,55944739243,Failed to allocate a 32 byte allocation with 3936 free bytes and 3KB until OOM,java.lang.OutOfMemoryError
00f2a4b69189e0847b35b19b9adee7a8,5,1613496103,66423253662,Failed to allocate a 1248 byte allocation with 16777216 free bytes and 77MB until OOM; failed due to fragmentation (required continguous free 131072 bytes for a new buffer where largest contiguous free 28672 bytes),java.lang.OutOfMemoryError
00f9f0b899d22c491a65be4a58fcb4e9,5,1612795530,66652905155,Failed to allocate a 40 byte allocation with 0 free bytes and 0B until OOM,java.lang.OutOfMemoryError
00f9f0b899d22c491a65be4a58fcb4e9,5,1604345061,32072196452,Failed to allocate a 118 byte allocation with 64 free bytes and 64B until OOM,java.lang.OutOfMemoryError
